('1203045', '艾热 AIR')
('12087066', 'Kumar-Pandiyan')
('106819', 'Konkoma')
('1041058', "kippi's")
('46601049', 'KEEPBOYS')
('32665329', 'K-Clique')
('13581285', 'Kiran Sidhu')
('13497113', 'Karthick Boopathy Raja')
('13485317', 'K.K. Garry')
('13431253', 'Karnail Heera')
('13838748', 'Koma Herdem')
('28457633', 'Kidz')
('13775188', 'K.B. Lal Yadav')
('13580157', 'Kimi Kärki')
('13706084', 'Karışık Barak Sanatçıları')
('13500061', 'Karine Polwart, Pippa Murphy')
('13580152', 'Kevin &amp; idan')
('13500025', 'Kraut&amp;Rüben')
('13579268', 'Kamal Aziz')
('13499029', 'K. V. Ravichandra')
('13499584', 'K. S. Rao')
('13498661', 'Kamran Tafti')
('13498552', 'K. Vedaa')
('13464173', 'Krähenfeld')
('13498060', 'Kopfecho')
('13429325', 'Kumkum Mali')
('13431328', 'Kulwinder Gill')
('13228693', 'Karim Anarouz')
('13430144', 'Kumar Sagar')
('13227737', 'Krazy Brodas')
('13430036', 'Khurram Iqbal')
('13226157', 'Krishan Chauhan')
('13228792', 'Kush Clouds')
('13194277', 'Karan Raj')
('13228428', 'Kamlesh Raja')
('12334429', 'Khunta &amp; Sixko')
('13227424', 'Kerjo &amp; Jimkay')
('106813', 'Konec leta')
('13222376', 'Kabir Sumon')
('13580222', 'Karan Kumar')
('13042136', 'Karma Norteño')
('13580058', 'Kuudes Silmä')
('12695248', 'Klapstate')
('13500526', 'K. M. Radhakrishnan')
('12524368', 'Kabu Ciriyawa E Bolatagane')
('13499422', 'K-dencya')
('12262592', 'Kunci')
('13499034', 'Kim Kehl, Os Kurandeiros')
('106816', 'Kundalini Airport')
('13497782', 'KRABBY PATTY')
('30429779', 'Kasikas')
('13485162', 'Krumm &amp; Schief, Leon Wolf')
('13973363', 'Kaio &amp; Bruninho')
('13462198', 'KarenSevak')
('13837471', 'Kamal Choudhay')
('13227014', 'Krishna Bedardi')
('13705519', 'Kun-Karn')
('12828246', 'Këngë labe')
('13642159', 'Kaur Rajpreet')
('12274230', 'K.Zaman Kayes')
('13500299', 'Kahltar &amp; Bkcm')
('12102038', 'Kay Bee')
('904054', 'Lipta')
('12600335', '林如韵')
('12975122', 'Loso')
('12197', '蓝野乐队')
('11991056', 'Labanoon')
('12675193', 'LUSS')
('12320628', 'LJC')
('47469048', '玲儿ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ')
('14099386', 'LOWFAT')
('12047968', 'Lomosonic')
('816405', 'Les Enfants')
('32540650', 'LingRom')
('32647378', 'LANDOKMAI')
('95463', 'Liars')
('32834042', '笠筱')
('106823', 'Laramarka')
('1181889', 'La Ong Fong')
('106821', 'La Mar')
('12107324', 'Leanne &amp; Naara')
('13499165', 'Luis &amp; Rita')
('36939029', '麗華')
('12199193', '藍圖Blueprint')
('35656773', '老头乐 Sexy Oldguys')
('14100665', 'Liz Hiiragi')
('37085181', 'LYRA')
('12714450', 'Lalahuta')
('12647046', "Los Dug Dug's")
('106828', 'LCT')
('13565097', 'LOVE SICK THE SERIES')
('13072209', 'Les Baxter &amp; His Orchestra')
('34443573', '老茶乐队')
('12108989', 'Lifestyle')
('49364442', 'Latte')
('35179173', 'louwiss')
('12274271', 'Lennartz')
('32285777', 'Larkspur霧叶雲雀')
('13012173', 'L.O.G')
('13566048', 'Louvores Para Bebês Ministério Infantil')
('106649', 'Lapageria Rosea')
('13579056', 'L-Tony')
('33943129', '粒沙 LiSha')
('13487072', 'La generación de los 90')
('13226821', 'Laldev Mastana')
('12041079', 'Lydia &amp; Sebastien')
('12191237', 'Lemonsoup')
('30644771', 'lovelyyeah')
('13708297', 'LARINA')
('13837331', 'L. Winder Sandhe')
('13500153', 'Leandro e Késia')
('13498451', 'Lello Petrarca')
('13498877', "L'Orchestre confortable")
('13498239', 'Left-Wing Depression')
('13431173', 'Lahri Mehra Nagouri')
('13484195', 'Los Pequeños Cantores de Viena')
('13226721', 'Lars de Wilde')
('13466175', 'Living Strings &amp; Living Voices')
('12620113', 'Lepergod')
('13465199', 'La Reacción')
('106829', 'Lunar Node')
('13353203', 'Les voix de Noël')
('106825', 'Little Space Donkey')
('13228139', 'Lori-Lendita-Lulja')
('48415414', 'Lucifer')
('13227739', 'Logical Drift')
('13838522', 'Lhcen Akhtab')
('13222323', 'Laura David')
('13775034', 'Lefa &amp; Ziben')
('12996995', 'Lime')
('13500590', 'Ländlertrio Stockbergbuebe')
('12550179', 'Lyla')
('13499214', 'L.A.Ros')
('12533283', 'Los Arroyo´s')
('13498482', 'Louis Prima with Keely Smith')
('12523367', 'Loma et Gabilou')
('13497226', 'La Charanga De José Fajardo')
('12191235', 'Le Velvets')
('13497070', 'Lublin Baroque Trio')
('12007431', 'Lukarts')
('13487294', 'Los del Bajío')
('1192315', 'Life7 Worship')
('13487190', 'Leo Sax Ström')
('106831', 'Lagerstein')
('13487170', 'Lanka Prabhu Praveen')
('106827', 'Lady &amp; THE BASS')
('13487122', 'Lounge Music Café, Chillout Lounge, Christmas Hits, Christmas Songs &amp; Christmas')
('95871', 'Les Boukakes')
('13484142', 'Locus, Icarix')
('48632708', 'Hailey')
('13228062', 'La KOR-T de Chicago')
('31744980', 'LOOKING OUT')
('12839538', 'Lord Liar Boots')
('28522124', 'Lestari')
('12311354', 'Lovemore Majaivana')
('13839324', 'Laarbi Lhdaj')
('1102238', 'La Doble M')
('13642160', 'Layaly Baghdad Band')
('106830', 'Lumpur')
('13499316', 'Leo &amp; Junior')
('13499036', 'Los Espiritus de Navidad, Canciones De Navidad, Fiesta Navideña')
('13487064', 'Los Retro')
('36702596', 'Maginat')
('29999934', 'Mango Guruhi')
('30926776', 'Mirrr')
('12387031', 'MEAN')
('33998687', 'Madhouse')
('12143053', 'Mindset')
('1187049', 'Musketeers')
('1122025', "Melo'Men")
('106836', 'Mild')
('34464582', 'mixi')
('12274', 'Muxu')
('48277870', 'MadeMeThisWay')
('14099146', 'Music Camp Project')
('11996198', 'Mahafather')
('106763', 'Matt Webb')
('14056123', 'Moving and Cut')
('12054029', 'Mellow D')
('12214109', 'MONSTAR')
('1081035', 'Mavericks_Official')
('13706067', 'Muzu')
('1182012', 'My Life As Ali Thomas')
('106842', 'Musafir')
('13644123', 'Mr.Lazy')
('1025208', '牧羊人')
('12834363', 'Mola Mola Sunshine!')
('1135196', 'Mesarthim')
('46673934', '买吾兰江·莫民')
('106651', 'Mandukhai Ensemble')
('12885027', 'mints')
('366156', 'Mad Monkeys')
('13222368', 'MAY')
('34320085', 'MOLING Magazine')
('12170084', 'Mushroom Hunter')
('14099388', 'Mrs.Slave')
('230476', 'M.G.Sreekumar')
('34373887', 'Mr.NU')
('12645390', 'Mon Pure')
('13430158', 'Manisha Eerabathini')
('13448328', 'MiST')
('13431080', 'Montesuma&amp;Manula')
('12644283', 'Mr.Team')
('106851', 'Mim Suleiman')
('106850', 'Marché la void')
('106832', 'Molam Lao')
('14017159', 'Math is Bad')
('527269', 'Mangal Singh')
('13486307', 'Milt Jackson &amp; John Coltrane')
('106646', 'Mazaru')
('13582107', 'Magenta')
('12890221', 'Musica para Dormir 101')
('12108838', 'Maati Baani')
('28269398', 'Maxsickboy')
('13464082', 'Musique Relaxante et Détente')
('30327704', 'mamakiss')
('13049102', 'Masters of I-sarn')
('106849', 'Manuel Iman')
('711093', "Maliq &amp; D' Essentials")
('13227210', 'Micke Moreno')
('30867959', 'Magnus Haven')
('13705320', 'Mukesh Maruti')
('13645217', 'Mikail &amp; Cebrail')
('106844', 'Monomakh')
('48862337', '卖萌的小丑')
('13465118', 'Monjes del Monasterio de San Benito')
('106834', 'My Violent Ego')
('12214035', 'Mestica')
('1190086', 'MisterMiss')
('327639', 'MBO')
('30974833', 'Montase')
('13465090', 'Mehmet Öncü')
('15080721', 'Maria &amp; Arttu')
('30322206', 'MAJAM Sisters')
('13227337', 'Mangat Khan')
('13499146', 'Munnakasi')
('13462035', 'Minupren &amp; Stormtrooper')
('13498582', 'Maaz Moeed')
('13228771', 'Mehak Safri')
('13487202', 'Ministério Rend3')
('13227867', 'Md Maushim')
('13227078', 'Monuj Gayan')
('13227815', 'Mangal Gill')
('12526358', 'Mejbah')
('46663620', 'M.A.N.Y.U.')
('12053394', 'Motion Motel')
('13431248', 'Manish Shribastav')
('13228800', 'Mega e Filipe')
('12024108', 'Men of Mountains')
('131008', "Maliq &amp; d'Essentials")
('48918293', '卯月')
('49839020', 'Metalian')
('36031269', 'NaN')
('48504760', 'Mannequin')
('14101373', 'Modern Dog')
('47472656', 'Motion')
('14099233', 'My Own Summer')
('46344760', 'METEORIX')
('13734057', 'Ma-Ahh')
('34393016', 'Magyar Rádió és Televízió Szimfonikus Zenekara')
('13708305', 'MR.Taank')
('31696368', 'MOVE ON')
('33697148', 'Nur_Exclusive')
('47947936', 'NIJISANJI ID')
('452098', 'Nadeem &amp; Shravan')
('36842317', 'North Korean Archives')
('106863', 'New &amp; Jiew')
('711197', 'Natural Garden')
('106855', 'Namgar')
('30586942', 'NINE BY NINE')
('12278498', 'No One Else')
('36614519', 'ñørmämät')
('52109475', 'Nehaokeai')
('818295', "Nuttin' But stringz")
('12930684', 'Nyamzagd B.')
('106860', 'No More Tear')
('48878938', 'NS Records')
('12709640', 'Nap a Lean')
('50343968', 'Nemuritai')
('13431316', 'New Ringtones 4U')
('97779', 'Neko Jump')
('106857', 'Nox Doloris')
('14547011', 'Napa Cabbage')
('106858', 'Nisvanis')
('40598', 'Nuvo')
('95930', 'Nologo')
('13487128', 'Nitrotune')
('13059847', 'N.Y.T.E')
('14100295', 'NEW JIEW AOF')
('12232021', 'Nos')
('106655', 'Neno')
('34303511', '匿名者')
('13499079', 'No-Lounge')
('13222141', 'Navada')
('13227843', 'Nakul')
('106861', 'Not My Dog')
('106854', 'Natobi &amp; Wa Kan')
('12047977', 'Nirwana Band')
('12523398', 'Nile Bringue Party')
('13500211', 'Newborn Baby Lullabies')
('34120849', 'Nyong Ary')
('622891', 'No Comply')
('106862', 'Necromorphic Irruption')
('13045064', 'Newen Afrobeat')
('13582282', 'Nippu Nirala')
('13838448', 'Nojoum Souss')
('13466166', 'Nidal')
('13497440', 'Narendar Nirala')
('12525382', 'Nagy János Trió')
('13466072', 'Nawab V.K. Singh')
('13432217', 'Navin Singh Nashila')
('13227324', 'Niraj Pathak')
('13227989', 'Nik Fame')
('1124440', 'Némanus')
('48697367', 'Nifalma')
('12545683', 'Never Last Ever')
('957115', 'N3510')
('48549964', 'Northern Darkness')
('32186315', 'NGATMOMBILUNG')
('47350876', 'Noixy')
('32075223', 'NAKED EYE')
('46434456', 'Netcavy Records')
('13706035', 'NOA (Achinoam Nini)')
('28389268', 'Natural')
('13645095', 'Natty Lee')
('13839416', 'Naresh Jangra')
('13485319', 'NOÉMO')
('13568096', 'Nikhil Mathew')
('13432071', 'Nour Elzain')
('13500412', 'Narendra Parik')
('12976799', 'Nuba Nour')
('13499144', 'Nursery Sound')
('12541139', 'Nicholas Zakaria and Khiama Boys')
('13432216', 'Nádia e Sameiro')
('47704210', 'Nicole')
('13228772', 'Nanditha Rakesh')
('47226086', 'NANA')
('13227768', 'Nataša Kojić')
('34601954', 'Nevfla')
('13222984', 'Nilüfer Armağan')
('28131774', 'Nirwana Trio')
('12404016', 'New Shtetl Band')
('14385034', 'Neo Voice')
('106856', 'Nazxul')
('13924018', 'N.G.B')
('52433469', 'New Attitude翻唱团')
('13706566', 'Natural Sense')
('30349153', 'Nasyid Indonesia')
('13500806', 'Nandan Rawat')
('13565089', 'Nehal Ahir')
('13500030', 'N.Y.X Lopez')
('13484261', 'Nuxatra')
('13498078', 'Naxsy, Otter Berry')
('13193221', 'Nicks Vieira')
('13462050', 'Noël pour enfants')
('13012177', 'NA NA CHA')
('13430118', 'Naresh Rayka')
('12560553', 'Northdrive')
('13228742', 'Nattu')
('12301101', 'Numata')
('13226934', 'Nemaram')
('12175277', 'Nares')
('36614378', 'oBu_Official')
('12000034', 'ORDA')
('31814508', 'Off-Gun')
('12312193', 'Owlet Lounge')
('48170090', 'Only Monday')
('1149023', 'Olives')
('106867', 'Orchestra Baobab')
('48986527', 'Outlier')
('710512', 'Original Tiroler Kaiserjägermusik')
('32461017', 'OlddayzGospel')
('14127694', 'One Track')
('13497036', 'Opus Jam')
('13001339', 'Over October')
('35878411', 'One Morr Time')
('12751809', 'Os Baobas')
('15109316', 'Outerhope')
('148302', 'Oag')
('29497556', 'Orchestra Triptyque')
('12998778', 'Ozone')
('13497208', 'Old-Fashioned Speakers')
('46460250', 'Omination')
('1179072', 'Ouseppachan')
('13465019', 'Oregon Trees')
('13465088', 'Os Clones da Sofrência')
('46848275', 'Oldskull')
('13226770', 'Omega Machine')
('13487285', 'Osaman Meer')
('13431329', 'Oppressed by Privilege / Privileged by Oppression')
('13430313', 'Outaleb Lamzoudi &amp; Zoubida')
('106865', 'Overhaul In Damnation')
('49318216', 'THE SilENT[CE]')
('35790049', 'Off-Line Point')
('48632640', 'OWL')
('13579153', 'Os Remidos de Sião')
('15024116', 'Orchestra of Cinematography')
('13430293', 'OgagunSK')
('13581120', 'Os Caçulinhas')
('13133137', 'Ostura')
('13499268', 'Oteniba')
('12629221', 'Order of Destruction')
('13432052', 'Olariche and His Guitar Band')
('589685', 'Ornaree')
('13430028', 'Ortenfisa')
('48264286', 'OREO冰淇淋')
('13222328', 'Onlyonedante')
('46362686', 'ONEONE')
('13014088', 'O:IC')
('13581126', 'Os Primogênitos')
('13012176', 'OHO')
('13500370', 'Old-Fashioned')
('13497427', 'Opabene KB')
('13499038', 'Oliver Narbona, Dani HR')
('12526843', 'Os Minuanos')
('13228494', 'Otto Blücker')
('13194286', 'Our Story')
('12309178', 'O-Plus')
('12073998', 'Os Mulheres Negras')
('789884', 'Olda Skoola')
('13498110', 'Oboroh')
('826077', 'Om Shanti Om')
('13497458', 'OSURVEYAA')
('72492', 'Potato')
('46819454', 'PiXXiE')
('32124859', '普天堡电子乐团')
('12194760', '菩提集团')
('48636235', '七鲤夕')
('12174281', 'PSYKHON')
('13645228', 'Paper Planes')
('12219123', 'Part Time Musicians')
('12231140', 'Pause')
('1191079', 'Paradox')
('106873', 'Pakarina')
('106878', 'Polycat')
('47131979', '判决')
('27693509', 'Plastic Plastic')
('783271', 'PISS SPEARS')
('12348092', 'Parks, Squares and Alleys')
('13867347', 'PenJeR')
('127450', 'Piano')
('133538', 'Peacemaker')
('106870', 'Pinkshinyultrablast')
('12143055', 'Playground')
('12996937', 'Pancake')
('34211478', 'P.A.P BEATBAND')
('106875', 'Peter Cat Recording Co.')
('34742774', 'Pamher')
('51484347', 'Pt.1')
('12829791', 'Pae Arak and The Pisat Band')
('13023819', 'PILLS')
('12637585', 'P.O.P')
('13497055', 'Panzerballett')
('11973041', 'PARATA')
('13487051', 'Pedal. The Mum')
('611485', 'Poll')
('13462066', 'Participants of Festigal')
('12024049', 'Pee Wee Gaskins')
('13430227', 'Pushpa Rana')
('13645234', 'PMP')
('12709626', 'Postbox')
('106872', 'Profanum')
('13486216', 'Péterfy Bori &amp; Love Band')
('13466033', 'Pepe Gomez Jr. y su Grupo Union 82')
('12457037', 'Plague Throat')
('13579271', 'Professor Lay')
('48373793', 'Pilgrim Raid')
('13500111', 'Pannon Children Choir')
('13462175', 'Priya Soni')
('13285024', 'PUREICE')
('50001009', 'prophets')
('106868', 'Poetry')
('12309095', 'Pesawat')
('52247888', 'PLAN B')
('13226385', 'Pr. Valterson Silva')
('49966724', 'Posduif')
('12996648', 'Prince')
('13228057', 'Pooja Ravat')
('13070360', 'Paulson Kalu')
('29354277', 'Pretty Punks')
('13486236', 'Pain Suppression')
('13429321', 'Pardeep Gill')
('13486100', 'P. K. Boruah')
('13228949', 'Pandit Vijay Bhardwaj')
('31987635', 'PPop Generation')
('150269', 'Parking Lot Pimp')
('13498807', 'PublicPressures')
('13431206', 'Peat Shop Boys')
('13011231', 'Pure')
('13431162', 'Promete')
('954443', 'PIANO FOGLIA')
('13429254', 'Pramod Premi Yadav')
('12021154', 'print(&quot;karnak&quot;,64,64,12)')
('71470', 'Pastilla')
('46699595', 'Prashanth Bj')
('50172046', 'Paradise')
('32255203', 'P2K')
('46340770', 'Pinku Notori')
('28139483', 'Penembak Jitu')
('28252950', 'Persada Trio')
('13708255', 'Përparim Brati &amp; Hamit Kastrati')
('14342794', 'Perfect Stranger.')
('13579123', 'Pdt. Dr. Yohanes Ratu Eda M.Th')
('13840322', 'Prem Premi')
('13497351', 'Pt. Shubhash Kanojiya')
('13809058', 'Prosenjit Sengupta')
('13430207', 'Pankaj Jadav')
('13705290', 'Pourya Heydari')
('13429207', 'Professor I.K Belemu &amp; His Melody Dance Band')
('13580234', 'Prabhakar Pradeshi')
('13228075', 'Prajna Dutta')
('13222234', 'Parkash Rai OP')
('13227223', 'Parteek Maan')
('12310086', 'Payslip')
('13222867', 'Prabhas')
('12278686', 'Present Perfect')
('13222863', 'Pop &amp; Cars')
('12231042', 'Paperkiss')
('13222659', 'Premi Urf Kishan Ji')
('1182950', 'Peruvanam Kuttan Marar')
('12530011', 'Peão Carreiro e Paraíso')
('1181918', 'Pallavur Kunjukuttan Marar &amp; Party')
('12080031', 'Phrimaphaa Khornrojjanachawin')
('248529', 'Q Suveera')
('12610587', '千夜')
('37666506', '囚牛乐团')
('14712071', 'Quest')
('48203968', '栖山迟')
('198343', 'Q-York')
('13014090', 'Quantum')
('13011225', "Q'ty")
('928014', 'Quincy Vidal')
('106881', 'Quetev Meriri')
('13228082', 'Qrex &amp; Ludvic')
('13499837', 'Quatro Sábios Mestres')
('106882', 'Quite Quiet')
('13432251', 'Queen Cha')
('12047148', 'Qiara')
('37560854', 'QuarkAudio夸克有声')
('12170117', 'Room 39')
('12974302', 'ROOFTOP')
('14940061', 'Renuka Panwar')
('14585428', 'RDN')
('99565', 'Retrospect')
('12000036', "Rin'Go")
('106884', 'REDD')
('33939880', 'RedSpin')
('106886', 'Rusuah')
('50815270', 'Anathematise(毒蠱)')
('106892', 'Retch')
('1177171', 'Royal Blood')
('152546', 'Roulette')
('12976206', 'Rampage')
('12263181', 'Ritalin')
('13227510', 'Rumpletilskinz')
('973154', 'Royal Flemish Philharmonic')
('783408', 'Red Baraat')
('47503643', 'Reën')
('52560899', '然然')
('35111730', 'Redhot')
('29695511', 'Ringgo 5')
('13499312', 'Renk Körü')
('1137343', 'R-9')
('13222077', 'Rere Amora')
('13222391', 'Rino Abbate')
('53092081', 'R.N.K.project')
('13487024', 'Ruben Binam &amp; The Kemit 7')
('13838457', 'Ranjith Meleppat')
('29971784', 'Red Eye Pilots')
('13582197', 'Ramesh Lal Yadav')
('14098224', 'RUBIKK')
('13568069', 'Rancho Folclórico Infantil e Juvenil')
('13838464', 'Raj Rembo')
('13499749', 'Rahma Ali')
('13838132', 'Romsh Project')
('13499013', 'Royal Philharmonic Orchestra &amp; The Royal Choral Society')
('13837340', 'Ronald Dy')
('13497473', 'R. Choudhary')
('13734084', 'Roggerboy')
('13487073', 'Romero Silva e os Garotinhos do Forró')
('13566136', 'Roko Vušković')
('13486085', 'Rancho Folclórico S. Pedro Caíde De Rei')
('13499016', 'Royal Philharmonic Orchestra &amp; Guests')
('13429217', 'Rappeur')
('13464188', 'Rebel´d Punk')
('13192301', 'Rinku Chawwriya')
('13228680', "Renzo Luise's Gipsy Trojka")
('50606975', 'R Rules')
('13228340', 'Rik Nijman')
('13581191', 'Raj Anand Chaurasiya')
('13222848', 'RC x ING')
('13565087', 'Rancho Folclórico Infantil Ardegães')
('13580286', 'Rupal Doshi')
('13484239', 'Robert Botezan')
('13566086', 'Rancho Tipico Da Amorosa')
('13226067', 'RAMSES &amp; SALVADOR')
('13485218', 'R.I.M.A')
('13056079', 'Raze*Rebuild')
('13228542', 'Retirement')
('12717707', 'River Rhyme')
('13226906', 'Rancho Folclórico de Valdreu Vila Verde')
('1094251', 'Rancho das Lavradeiras de S. Martinho da Gandra')
('13222526', 'Rancho Folclórico dos Pescadores de Matosinhos')
('13222506', 'Rancho Folclórico Fazendeiros de Gamelas')
('12597682', 'Raza Costeña')
('1094266', 'Rancho Folclórico de Alvarelhos')
('1094250', 'Rancho Folclórico Divino Salvador de Delães')
('13429071', 'Rising Light')
('13733874', 'Reuz')
('13429305', 'Ram Sanam')
('13643086', 'Riddhi Parmar')
('13222925', 'Rashid Rathi')
('13484078', 'R Kalaimurugan')
('12074565', 'Raphy Leavitt Y Su Orquesta La Selecta')
('28345638', 'Remember of Today')
('13931541', 'Rajumi Trio')
('14827050', 'R&amp;D')
('13582273', 'Raju Ravindar')
('13838354', 'Ramit Tiwari')
('13498881', 'Ryan &amp; Radu')
('13837370', 'Rocket Band')
('13432229', 'Rahul Barot')
('13579254', 'Ranjit Rangdar')
('13429073', 'Rashed El Iraqi')
('13568094', 'Rana Baapi')
('13227065', 'Rehan Hashmi')
('13499638', 'R.P. Yadav')
('13222933', 'Ranjan Raj')
('13430246', 'Ranjit Thakor')
('106889', 'Rokash')
('13228426', 'Radhesyam Sawariya')
('51502947', 'Rochaco')
('48508568', 'Raise')
('13498595', 'Rahmawaty Peding S.km')
('13838528', 'Raad El Samraaey')
('622127', 'Roy &amp; Fran')
('13838368', 'Rituraj Gogoi')
('106891', 'Red Taurus')
('13778072', 'Russ')
('868124', 'Slot Machine')
('203857', 'Scrubb')
('36297758', 'SIZZY')
('49284537', 'SRK*Offcial')
('100022', 'Sleepmakeswaves')
('957150', 'Sajid-Wajid')
('200429', '四千金')
('106941', 'Silly Fools')
('46766535', '嘛呢组合')
('37186544', 'Slow Gang')
('13014079', 'SBFIVE')
('946008', '桑布扎')
('956207', 'Sachin-Jigar')
('47039346', 'Serious Bacon')
('100101', 'Singular')
('203877', 'So Cool')
('1143051', 'SkyLights')
('658101', 'Sydney Symphony Orchestra')
('31209731', 'SLAPKISS')
('12200872', 'SIH SHANDIIN HOOLAI')
('106920', 'Spiritual Seasons')
('12312013', 'Season Five')
('1141005', '60Miles')
('12357354', "水手葡萄 (The Sailor's Grape)")
('13500278', 'Sai Charan')
('106907', 'Skyway')
('13568051', 'Superbrothers')
('12839840', 'Safeplanet')
('13012174', 'Sofa')
('12278779', 'Soul After Six')
('31086386', 'Senyawa')
('12131356', 'Symphoniacs')
('1187051', 'Somkiat')
('32780717', 'Star Ocean')
('12107336', 'Sqweez Animal')
